;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Status;Prefixo;Placa;Garagem / Local;Endereço;Bairro;Cidade;Cep ;Fabricante;Modelo;Chassi;"Ano
Fabric./Model";Motor;RPM min;RPM max;Limite de opacidade
OK;2122712;SUI9F45;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;18-260;9536B8TD3SR016981;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;2122742;SKE0D21;Jaguaré;Av. Mal. Mário Guedes;Jaguaré;São Paulo - SP;05348-042;Volkswagen;18-260;9536B8TD9SR011381;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;2122752;SKE0E23;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;18-260;9536B8TDXSR011356;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;2122762;SKE2J97;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;18-260;9536B8TD8SR011307;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;2122772;SKE5B29;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;18-260;9536B8TD9SR011784;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;2122782;SKE5D25;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;18-260;9536B8TDXSR011390;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;2122802;SKE8G96;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;18-260;9536B8TD8SR011369;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;2122632;TAQ5D75;Jaguaré;;;;;Volkswagen;18-260;9536B8TD5SR015105;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;2123232;SSR0H27;Jaguaré;;;;;Volkswagen;26-260;9536B8TD6SR021267;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;2123242;SSR0H52;Jaguaré;;;;;Volkswagen;26-260;9536B8TD3SR001414;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;2123252;SSR0I87;Jaguaré;;;;;Volkswagen;26-260;9536B8TD8SR020931;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;2123262;SSR1C42;Jaguaré;;;;;Volkswagen;26-260;9536B8TD4SR020618;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;2123272;SSR1D32;Transbordo PP;;;;;Volkswagen;26-260;9536B8TDXSR020302;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;2123282;SSR1E74;Jaguaré;;;;;Volkswagen;26-260;9536B8TD5SR001169;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;2123292;SSR1E81;CTRSS;;;;;Volkswagen;26-260;9536B8TD2SR001162;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;2123302;SSR1F36;CTRSS;;;;;Volkswagen;26-260;9536B8TD6SR020605;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;2123312;SSR0E95;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;26-260;9536B8TD1SR001198;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;2123322;SSR1C04;Jaguaré;;;;;Volkswagen;26-260;9536B8TD2SR001405;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;2123332;SSR1C73;Jaguaré;;;;;Volkswagen;26-260;9536B8TD2SR001176;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;2123352;SSR1E33;Jaguaré;;;;;Volkswagen;26-260;9536B8TD4SR001440;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;2123112;TLM2J72;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;11-180;9535E6TB9SR025853;2024/2025;Cummins ISF 3.8;700;2600;1,5 m⁻¹
OK;2123122;TMC6B61;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;11-180;9535E6TB0SR025644;2024/2025;Cummins ISF 3.8;700;2600;1,5 m⁻¹
;2123132;TLL9A53;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;11-180;9535E6TB5SR025669;2024/2025;Cummins ISF 3.8;700;2600;1,5 m⁻¹
;2123142;TLS3E74;Jaguaré;;;;;Volkswagen;11-180;9535E6TB5SR025672;2024/2025;Cummins ISF 3.8;700;2600;1,5 m⁻¹
OK;2123152;TMF9E05;Jaguaré;Av. Mal. Mário Guedes;Jaguaré;São Paulo - SP;05348-042;Volkswagen;11-180;9535E6TB7SR025642;2024/2025;Cummins ISF 3.8;700;2600;1,5 m⁻¹
;2123162;TMH8A76;Jaguaré;;;;;Volkswagen;11-180;9535E6TB5SR025848;2024/2025;Cummins ISF 3.8;700;2600;1,5 m⁻¹
;2123172;TLS6B08;Jaguaré;;;;;Volkswagen;11-180;9535E6TB6SR025647;2024/2025;Cummins ISF 3.8;700;2600;1,5 m⁻¹
;2123182;TJW9G99;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;11-180;9535E6TB9SR025674;2024/2025;Cummins ISF 3.8;700;2600;1,5 m⁻¹
OK;2123192;TJK4C27;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;11-180;9535E6TBXSR025795;2024/2025;Cummins ISF 3.8;700;2600;1,5 m⁻¹
OK;2123202;TMI7D06;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;11-180;9535E6TB9SR026095;2024/2025;Cummins ISF 3.8;700;2600;1,5 m⁻¹
;2123212;TKC7A70;Jaguaré;;;;;Volkswagen;11-180;9535E6TB7SR024880;2024/2025;Cummins ISF 3.8;700;2600;1,5 m⁻¹
;2123222;TLY9F90;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;11-180;9535E6TB7SR024894;2024/2025;Cummins ISF 3.8;700;2600;1,5 m⁻¹
;216001;GDJ0968;Jaguaré;;;;;Volkswagen;5-150;9531M32PXGR604144;2016/2016;Cummins ISF 2.8;800;3600;0,7 m⁻¹
;214096;FGL3B84;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;17-280;953658243FR501166;2014/2015;Cummins ISL;650;2200;1,2 m⁻¹
;225004;UEY4I14;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;11-180;9535E6TB7TR002556;2025/2026;Cummins ISF 3.8;700;2600;1,5 m⁻¹
OK;225005;UDT6F61;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;11-180;9535E6TB8TR002520;2025/2026;Cummins ISF 3.8;700;2600;1,5 m⁻¹
;225006;UDC9B00;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;11-180;9535E6TB4TR002398;2025/2026;Cummins ISF 3.8;700;2600;1,5 m⁻¹
;2124942;TEN3H70;Aterro Bandeirantes;;;;;Ford;Transit B41LMMB;WF0GTTBF7TU019244;2025/2026;Panther 2.0 EcoBlue;800;3800;0,5 m⁻¹
;2124962;TET5C38;Jaguaré;;;;;Ford;Transit B41LMMB;WF0GTTBF3TU019810;2025/2026;Panther 2.0 EcoBlue;800;3800;0,5 m⁻¹
;2124952;TET5C39;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Ford;Transit B41LMMB;WF0GTTBF5TU019243;2025/2026;Panther 2.0 EcoBlue;800;3800;0,5 m⁻¹
;225166;UFW2C20;Aterro Bandeirantes;;;;;Volkswagen;31-320;9536C8TL9TR018000;2025/2026;Cummins ISC;650;2100;1,2 m⁻¹
;2125742;JAZ0H59;Transbordo PP;;;;;Volkswagen;25-360;9536R8271NR040630;2021/2022;Cummins ISC;650;2100;1,2 m⁻¹
;2125752;JAZ1J89;Transbordo PP;;;;;Volkswagen;25-360;9536R8274NR040878;2021/2022;Cummins ISC;650;2100;1,2 m⁻¹
;2125762;JAY0A85;Transbordo PP;;;;;Volkswagen;25-360;9536R8279NR037023;2021/2022;Cummins ISC;650;2100;1,2 m⁻¹
;2125922;JBC1E68;Transbordo PP;;;;;Volkswagen;25-360;9536R8273NR044548;2021/2022;Cummins ISC;650;2100;1,2 m⁻¹
